x,x_dot,theta,theta_dot
3.000079411946451335e-01,-2.467140659399922645e-07,3.141593671184813363e+00,-2.734217715377658114e-06
3.000078996134351583e-01,-5.556958643122358904e-07,3.141593197407972493e+00,-6.408307379768988916e-06
3.000078388654666695e-01,-6.206451165127524605e-07,3.141592491172980228e+00,-7.267295269642834013e-06
3.000077855148989281e-01,-4.175731437532400020e-07,3.141591861466291657e+00,-4.987039867025557262e-06
3.000077622155556956e-01,-3.308858782601638899e-08,3.141591575689037352e+00,-5.402189532824337823e-07
3.000077802769837154e-01,3.608771294861434966e-07,3.141591772022861662e+00,4.086150128846268374e-06
3.000078296832100477e-01,5.935803594492437534e-07,3.141592339852776306e+00,6.883364855619859683e-06
3.000078894098924809e-01,5.673176547080040699e-07,3.141593037496142493e+00,6.676511104234900013e-06
3.000079339100460429e-01,2.957812830729523679e-07,3.141593566459365494e+00,3.582753691071977967e-06
3.000079438365177986e-01,-1.036044654200287610e-07,3.141593696790187629e+00,-1.060202588393980959e-06
3.000079147692620296e-01,-4.565974802626764211e-07,3.141593370586011957e+00,-5.226899854411757524e-06
3.000078597494571508e-01,-6.072868901857629826e-07,3.141592734289694100e+00,-7.076642645035759763e-06
3.000078026825767630e-01,-4.921777446491857173e-07,3.141592064436701470e+00,-5.828814080907965358e-06
3.000077688040620472e-01,-1.638218960824486942e-07,3.141591657301569196e+00,-2.054460038746723991e-06
3.000077724544701341e-01,2.358926886745967194e-07,3.141591685327466799e+00,2.614960796781298148e-06
3.000078121098929684e-01,5.295590987215971571e-07,3.141592137198465640e+00,6.107161285213309800e-06
3.000078699663632498e-01,5.907875688856819263e-07,3.141592809840808798e+00,6.917920887636162756e-06
3.000079207193505626e-01,3.968997075646378368e-07,3.141593408913378571e+00,4.740484151069874684e-06
3.000079428183445307e-01,3.072481150066362051e-08,3.141593680022354285e+00,5.052753536520327410e-07
3.000079254929172712e-01,-3.439748018948843539e-07,3.141593491572150842e+00,-3.895095847741043775e-06
3.000078784435326607e-01,-5.649513037720005998e-07,3.141592950806822326e+00,-6.551570677185920684e-06
3.000078215251096858e-01,-5.392130558046544993e-07,3.141592285939740936e+00,-6.346155155621032240e-06
3.000077793101107448e-01,-2.804315050313145272e-07,3.141591784096337214e+00,-3.397395394807028311e-06
3.000077699716842683e-01,9.953750311536821484e-08,3.141591661331831098e+00,1.020012322730456642e-06
3.000077977061614831e-01,4.349942307839629777e-07,3.141591972628235307e+00,4.979898274263859071e-06
3.000078500834911233e-01,5.777929953002656618e-07,3.141592578388486601e+00,6.733179409458883830e-06
3.000079043491890585e-01,4.677030982739755604e-07,3.141593215384082871e+00,5.539240107602232120e-06
3.000079365068665238e-01,1.549776836217758521e-07,3.141593601877216368e+00,1.944373065750301772e-06
3.000079329466514011e-01,-2.252623140875323019e-07,3.141593574194263105e+00,-2.497693932727936981e-06
3.000078951684485573e-01,-5.041765834550710432e-07,3.141593143683098166e+00,-5.814657413210738398e-06
3.000078401137685202e-01,-5.619131439674684325e-07,3.141592503595333152e+00,-6.580008419082061233e-06
3.000077917776521330e-01,-3.762470603300583787e-07,3.141591933013938576e+00,-4.494464304031554540e-06
3.000077709148896155e-01,-2.762291181996209521e-08,3.141591676964158530e+00,-4.619538423127617718e-07
3.000077876273500310e-01,3.281509814518423095e-07,3.141591858953491911e+00,3.716595679917351310e-06
3.000078324033583210e-01,5.371930104650982422e-07,3.141592373635389457e+00,6.230046032167796139e-06
3.000078863843465005e-01,5.119918804736817992e-07,3.141593004218951712e+00,6.026001162492308434e-06
3.000079264394211465e-01,2.657232090561754040e-07,3.141593480412105510e+00,3.219625120396085435e-06
3.000079352362016172e-01,-9.524067274143657934e-08,3.141593596166508018e+00,-9.769588665696753939e-07
3.000079088299407171e-01,-4.137075340194446652e-07,3.141593299744554812e+00,-4.736416016368156681e-06
3.000078590643181498e-01,-5.489759541360037099e-07,3.141592724174586237e+00,-6.397490288710025024e-06
3.000078075211815021e-01,-4.440628200467494750e-07,3.141592119125044213e+00,-5.259408951955061792e-06
3.000077770114825126e-01,-1.468453691169616487e-07,3.141591752419580441e+00,-1.842721522898603372e-06
3.000077804438728291e-01,2.142363478104812272e-07,3.141591779309110155e+00,2.375619158372846966e-06
3.000078164543327208e-01,4.796540710577557697e-07,3.141592189691727377e+00,5.532176696047456195e-06
3.000078687599724292e-01,5.337587173821456253e-07,3.141592797845319751e+00,6.250573635807131869e-06
3.000079146403017982e-01,3.567656064664305310e-07,3.141593339465167833e+00,4.262121224047077394e-06
3.000079343733287329e-01,2.537959048738080036e-08,3.141593581709364980e+00,4.288394158110481978e-07
3.000079183611231159e-01,-3.120529277896177934e-07,3.141593407220360845e+00,-3.534560306845717729e-06
3.000078758194077988e-01,-5.101104692123533440e-07,3.141592918200594831e+00,-5.916134482226945038e-06
3.000078245818635359e-01,-4.857362726985445081e-07,3.141592319648282672e+00,-5.717164763348655969e-06
3.000077866050563924e-01,-2.516336843073668230e-07,3.141591868140257038e+00,-3.049262577444023836e-06
3.000077783208017213e-01,9.108038571826706407e-08,3.141591759028776298e+00,9.352611484552679871e-07
3.000078034426704732e-01,3.931285727462584020e-07,3.141592041066671115e+00,4.501026445067667642e-06
3.000078506841946102e-01,5.211235462235662425e-07,3.141592587458917674e+00,6.073037009159160899e-06
3.000078995960145378e-01,4.212169970148727023e-07,3.141593161632936226e+00,4.988980301428853221e-06
3.000079285160314746e-01,1.389035401787291762e-07,3.141593509252723848e+00,1.743523333424834197e-06
3.000079252064774549e-01,-2.037660455728612241e-07,3.141593483125595831e+00,-2.259804423779550682e-06
3.000078909979532749e-01,-4.554544144752678999e-07,3.141593093261894953e+00,-5.253182934463671006e-06
3.000078413463733717e-01,-5.065336094560131962e-07,3.141592515956647347e+00,-5.931859509096424840e-06
3.000077978206675544e-01,-3.383109918713583685e-07,3.141592002121865068e+00,-4.041805147097775691e-06
3.000077791276434258e-01,-2.356037629633564585e-08,3.141591772614606981e+00,-4.008696722765973817e-07
3.000077944320156953e-01,2.962819575045036845e-07,3.141591939487533125e+00,3.356131509360067556e-06
3.000078347794041256e-01,4.837775269781966679e-07,3.141592403295970559e+00,5.610825467318072602e-06
3.000078833604923889e-01,4.604237555181080893e-07,3.141592970824665265e+00,5.419333280783305109e-06
3.000079193451785642e-01,2.382723763682482274e-07,3.141593398660248226e+00,2.887541667596724487e-06
3.000079271677412174e-01,-8.660213279450720259e-08,3.141593501736699601e+00,-8.896233348570759708e-07
3.000079033317348265e-01,-3.728498186498055425e-07,3.141593234122523892e+00,-4.268906347133209647e-06
3.000078585343303184e-01,-4.941003037838466167e-07,3.141592715994339535e+00,-5.758157681090472752e-06
3.000078121642132389e-01,-3.992659710684021959e-07,3.141592171652926258e+00,-4.729040661190817851e-06
3.000077847584007862e-01,-1.315579834442536769e-07,3.141591842227530407e+00,-1.651457159674886322e-06
3.000077879129219860e-01,1.932793652655202323e-07,3.141591867195579368e+00,2.143569443878883836e-06
3.000078203436658542e-01,4.317892093285465770e-07,3.141592236802071447e+00,4.980235531074283533e-06
3.000078673826888087e-01,4.802240098749719375e-07,3.141592783729210581e+00,5.623706575809396593e-06
3.000079086534291894e-01,3.208684515689909741e-07,3.141593270937883542e+00,3.833342963182186088e-06
3.000079263919133710e-01,2.265224362520977327e-08,3.141593488708767978e+00,3.837180108317913621e-07
3.000079118775406117e-01,-2.804290004021924747e-07,3.141593330440549003e+00,-3.176420457461221908e-06
3.000078736869236651e-01,-4.582094972943279614e-07,3.141592891436209456e+00,-5.314177282883073614e-06
3.000078277343874444e-01,-4.367809733746471261e-07,3.141592354638591544e+00,-5.140765397627632488e-06
3.000077935606781376e-01,-2.267554124334433096e-07,3.141591948368837706e+00,-2.747423368646371063e-06
3.000077860446066502e-01,8.103282124967253756e-08,3.141591849489632438e+00,8.309125717359547698e-07
3.000078085417615670e-01,3.526341252428764636e-07,3.141592102019970856e+00,4.037089709925478896e-06
3.000078509367657964e-01,4.682062493593690610e-07,3.141592592331911682e+00,5.456089498304730235e-06
3.000078949174630472e-01,3.791062178475022033e-07,3.141593108592930506e+00,4.489890292825586847e-06
3.000079209879371600e-01,1.258518453891509452e-07,3.141593421915862550e+00,1.578706737547143263e-06
3.000079181150391849e-01,-1.820013306024395533e-07,3.141593399614395210e+00,-2.017701812324461877e-06
3.000078874831216824e-01,-4.085210417812754756e-07,3.141593050553880051e+00,-4.711484971826819697e-06
3.000078429297556859e-01,-4.552940334758295604e-07,3.141592532560393281e+00,-5.331425484897533064e-06
3.000078037581862533e-01,-3.050600322692601440e-07,3.141592070169823003e+00,-3.643981420025566961e-06
3.000077868284199978e-01,-2.289949093177659794e-08,3.141591862416926784e+00,-3.803247147162448207e-07
3.000078004514416530e-01,2.645808093557820288e-07,3.141592010855972283e+00,2.996317158153853152e-06
3.000078365609207265e-01,4.338044653410976571e-07,3.141592425896273522e+00,5.030775609780269076e-06
3.000078801128696071e-01,4.144169633764428517e-07,3.141592934617711830e+00,4.877174668371067858e-06
3.000079125462473129e-01,2.164907752313871737e-07,3.141593320146650381e+00,2.622091436274955064e-06
3.000079198506108158e-01,-7.483076828009822714e-08,3.141593415956775548e+00,-7.644859656630178579e-07
3.000078987067061331e-01,-3.327737382630868866e-07,3.141593178714208179e+00,-3.809060456610916799e-06
3.000078586132911007e-01,-4.435003498495060878e-07,3.141592715072917485e+00,-5.167693283582872988e-06
3.000078168873576145e-01,-3.603475612288712281e-07,3.141592225329342014e+00,-4.267120638576967386e-06
3.000077920281039590e-01,-1.211477995646000873e-07,3.141591926646558619e+00,-1.517888841966513694e-06
3.000077945584583849e-01,1.705590198154105619e-07,3.141591945540326503e+00,1.889574641629082369e-06
3.000078234318794834e-01,3.860666969633288183e-07,3.141592274489685810e+00,4.451953243695185148e-06
3.000078655812781214e-01,4.316952401419434775e-07,3.141592764483558842e+00,5.054535245136867295e-06
3.000079027940618648e-01,2.906368470294898339e-07,3.141593203691593672e+00,3.470875298221608864e-06
3.000079190303920340e-01,2.395128806357100690e-08,3.141593402792362877e+00,3.866043272811732821e-07
3.000079063536936763e-01,-2.489485511227509564e-07,3.141593264860877088e+00,-2.818354960374153591e-06
3.000078722561672073e-01,-4.105210104666506838e-07,3.141592873010573772e+00,-4.760196196773014060e-06
3.000078307951437040e-01,-3.929019266366403687e-07,3.141592388743308373e+00,-4.623741924518311657e-06
3.000078000163771685e-01,-2.058252300084127765e-07,3.141592022909785786e+00,-2.492478407898706596e-06
3.000077930179116392e-01,7.089291953176656522e-08,3.141591931199579246e+00,7.242358940581239966e-07
3.000078130455673397e-01,3.152346587074859172e-07,3.141592155916817397e+00,3.608268943802019426e-06
3.000078510301084078e-01,4.202066442642971802e-07,3.141592595168504420e+00,4.896249676980154355e-06
3.000078905678704722e-01,3.414807270057285381e-07,3.141593059226773121e+00,4.043676912537954890e-06
3.000079141321235210e-01,1.148134105642254169e-07,3.141593342347571483e+00,1.438498642394354632e-06
3.000079117330749501e-01,-1.614541461466874564e-07,3.141593324423249012e+00,-1.788621267007127651e-06
3.000078844007944556e-01,-3.655973244361169610e-07,3.141593013036850124e+00,-4.215845481221469960e-06
3.000078444914134335e-01,-4.089879694307103271e-07,3.141592549090370223e+00,-4.788585307854092487e-06
3.000078093664733658e-01,-2.768721131208543488e-07,3.141592134561788541e+00,-3.305775217646427977e-06
3.000077938055563109e-01,-2.462583794507091882e-08,3.141591943865202907e+00,-3.888368690599882540e-07
3.000078056304715801e-01,2.344260634407672272e-07,3.141592072365230859e+00,2.653143505918746365e-06
3.000078378263699164e-01,3.885589643116884117e-07,3.141592442304720123e+00,4.505020513262320430e-06
3.000078769235562381e-01,3.737770790390048559e-07,3.141592898895492425e+00,4.397727162268896864e-06
3.000079063269805446e-01,1.981956076188844249e-07,3.141593248267647631e+00,2.398282369499162309e-06
3.000079132994035724e-01,-6.358563690237432216e-08,3.141593339130188234e+00,-6.442114449151734853e-07
3.000078946344393871e-01,-2.962984825539009687e-07,3.141593129884744595e+00,-3.390302917976437834e-06
3.000078587729577695e-01,-3.980321735192671087e-07,3.141592715279755144e+00,-4.636965115129383870e-06
3.000078212008060463e-01,-3.257508490244322663e-07,3.141592274384183980e+00,-3.856303248775986958e-06
3.000077985776231082e-01,-1.123153392042200099e-07,3.141592002722382038e+00,-1.403927605801585282e-06
3.000078004970808676e-01,1.495961079341941225e-07,3.141592015575215946e+00,1.654905040431814532e-06
3.000078261302271954e-01,3.446921803743336295e-07,3.141592307471343659e+00,3.973747795975831519e-06
3.000078638918164953e-01,3.881984609280524634e-07,3.141592746360511779e+00,4.544257051463724286e-06
3.000078973060484322e-01,2.654454671644085712e-07,3.141593140593465172e+00,3.167829177511521758e-06
3.000079124228098859e-01,2.744855024088903524e-08,3.141593325590301689e+00,4.163930823951641051e-07
3.000079016517026020e-01,-2.191413814280852327e-07,3.141593208928737724e+00,-2.478441299332230308e-06
3.000078713470041847e-01,-3.675171439468411263e-07,3.141592860839682366e+00,-4.259999692706970144e-06
3.000078342302360812e-01,-3.561873884220443466e-07,3.141592427475370819e+00,-4.189680491877260536e-06
3.000078060691826476e-01,-1.916158027035036211e-07,3.141592092995854291e+00,-2.316613747720893624e-06
3.000077990596153876e-01,5.629361150211256099e-08,3.141592002205149115e+00,5.639801392146047701e-07
3.000078164139255987e-01,2.783485108949926368e-07,3.141592196550436977e+00,3.183544482638818581e-06
3.000078502626699062e-01,3.773606841694227147e-07,3.141592587776775414e+00,4.395101077953325475e-06
3.000078860227244348e-01,3.114761261016330049e-07,3.141593007302060148e+00,3.686047991388931344e-06
3.000079078199834881e-01,1.105914443232156330e-07,3.141593268872794997e+00,1.378722135886484740e-06
3.000079064079036462e-01,-1.379835572949283037e-07,3.141593261452701569e+00,-1.523673016127087837e-06
3.000078824129224220e-01,-3.248632071467937729e-07,3.141592988365910166e+00,-3.743927233302865798e-06
3.000078466644645614e-01,-3.689465279185189079e-07,3.141592572980099973e+00,-4.317813405546806149e-06
3.000078147701863984e-01,-2.549874529042580736e-07,3.141592196796986869e+00,-3.041447994046055765e-06
3.000078000436249837e-01,-3.033841470996154579e-08,3.141592016837700729e+00,-4.450868174902263715e-07
3.000078098205932187e-01,2.046806831922741693e-07,3.141592122324365022e+00,2.313097604969115512e-06
3.000078384670158971e-01,3.480585059239074186e-07,3.141592451252307239e+00,4.033582908005152559e-06
3.000078737305976184e-01,3.394983773339472176e-07,3.141592862899115435e+00,3.992487377189561473e-06
3.000079006869371123e-01,1.848688940526924888e-07,3.141593182964123265e+00,2.233403971258523117e-06
3.000079076634011854e-01,-5.010453928736480097e-08,3.141593272897663436e+00,-4.963253108281715669e-07
3.000078912979775025e-01,-2.617198907396327314e-07,3.141593089707198860e+00,-2.992446783957179751e-06
3.000078593525686843e-01,-3.571143694448709345e-07,3.141592720550752560e+00,-4.158624716836898793e-06
3.000078254222575680e-01,-2.964525967071767744e-07,3.141592322558846906e+00,-3.507454553181942336e-06
3.000078045645246383e-01,-1.070792577022855595e-07,3.141592072366453881e+00,-1.332861819737617538e-06
3.000078056610037680e-01,1.282896325024931981e-07,3.141592076586062987e+00,1.414936031259764403e-06
3.000078281921212953e-01,3.063199935351121450e-07,3.141592332919711961e+00,3.529508772494773435e-06
3.000078619930502954e-01,3.496852342343537665e-07,3.141592725614548609e+00,4.091771462382659384e-06
3.000078923010673360e-01,2.432472137040689391e-07,3.141593083020721711e+00,2.900507918064611397e-06
3.000079064675082452e-01,3.122189226664095436e-08,3.141593255986773414e+00,4.504899029187389129e-07
3.000078974567788048e-01,-1.917715207719725245e-07,3.141593159000082736e+00,-2.166117798313793390e-06
3.000078704818170405e-01,-3.288424597413059753e-07,3.141592849339391424e+00,-3.810237022614499323e-06
3.000078370803184735e-01,-3.223954808128670695e-07,3.141592459489958689e+00,-3.790691432669854643e-06
3.000078114499824533e-01,-1.778002297423301202e-07,3.141592155257605157e+00,-2.146464063457562420e-06
3.000078045391059711e-01,4.422662208565040480e-08,3.141592066560534580e+00,4.323310802746662696e-07
3.000078197252319390e-01,2.458099247037846322e-07,3.141592236360269741e+00,2.809446487391676415e-06
3.000078498705749386e-01,3.381497749379653433e-07,3.141592584630917617e+00,3.936986978479836271e-06
3.000078821044435129e-01,2.827133524159918612e-07,3.141592962644256026e+00,3.343951830008177730e-06
3.000079021194254070e-01,1.045079242765951951e-07,3.141593202599653800e+00,1.298246804794470392e-06
3.000079013903089176e-01,-1.185478193667759755e-07,3.141593202216826253e+00,-1.305285398611065866e-06
3.000078802935042255e-01,-2.885604826800022183e-07,3.141592962321900995e+00,-3.323927811619676003e-06
3.000078483872190560e-01,-3.318293605545294239e-07,3.141592591723793237e+00,-3.881908528659057348e-06
3.000078191891789037e-01,-2.305777347668381208e-07,3.141592247453893538e+00,-2.749302961362109261e-06
3.000078057424927502e-01,-2.987505597196254025e-08,3.141592083295769555e+00,-4.301828522691488224e-07
3.000078142687671590e-01,1.812164066425883270e-07,3.141592175064872094e+00,2.046761335538735895e-06
3.000078397586675161e-01,3.110256144066253906e-07,3.141592467667352118e+00,3.603685259941319896e-06
3.000078713652047369e-01,3.052058189016683607e-07,3.141592836556464263e+00,3.588465207661443081e-06
3.000078956431749821e-01,1.686033249510658268e-07,3.141593124722994457e+00,2.035232728650772598e-06
3.000079022225281555e-01,-4.136238132660619245e-08,3.141593209113805241e+00,-4.034015892902650283e-07
3.000078879020030009e-01,-2.322865824044684098e-07,3.141593049022821216e+00,-2.654718143763346123e-06
3.000078594141774024e-01,-3.199398801095832262e-07,3.141592719915780485e+00,-3.724819659441059537e-06
3.000078288955593253e-01,-2.678783588152688543e-07,3.141592362033019725e+00,-3.168299607722775509e-06
3.000078099653444852e-01,-1.005005004695031038e-07,3.141592135125240492e+00,-1.247108284992343432e-06
3.000078104891075181e-01,1.105079931871822644e-07,3.141592133551375454e+00,1.215530412767540856e-06
3.000078303164859794e-01,2.721027634697919733e-07,3.141592358945487717e+00,3.133848363630365901e-06
3.000078605237117002e-01,3.141443410973624701e-07,3.141592709769457148e+00,3.674678812125408262e-06
3.000078882091838928e-01,2.191638878859302123e-07,3.141593036167529274e+00,2.612715978526827528e-06
3.000079010546226055e-01,2.964049012863415238e-08,3.141593192905283161e+00,4.230187357831512072e-07
3.000078931102899693e-01,-1.702958754958784205e-07,3.141593107518105388e+00,-1.922812751051642987e-06
3.000078690771261214e-01,-2.938127800133360387e-07,3.141592831678736708e+00,-3.403898576833216625e-06
3.000078391741954897e-01,-2.891938973185375517e-07,3.141592482705219513e+00,-3.399849829716480032e-06
3.000078161244112973e-01,-1.606491833832824353e-07,3.141592209158376559e+00,-1.938577807419295733e-06
3.000078097719688364e-01,3.773070642392244172e-08,3.141592127836253745e+00,3.652668363428182667e-07
3.000078231876684431e-01,2.188170327367258617e-07,3.141592277731041882e+00,2.500300142662582948e-06
3.000078500569261508e-01,3.025581075535722346e-07,3.141592588100611927e+00,3.522061445020730206e-06
3.000078789708756632e-01,2.543195298593676021e-07,3.141592927126373613e+00,3.007467954426957981e-06
3.000078970032241665e-01,9.658615966278170489e-08,3.141593143209734595e+00,1.197299216336986416e-06
3.000078966620541299e-01,-1.030151067268078307e-07,3.141593146498106393e+00,-1.131950841511489952e-06
3.000078780268510270e-01,-2.565890340753878247e-07,3.141592934718169250e+00,-2.954705332371425774e-06
3.000078495333748929e-01,-2.974336512244154961e-07,3.141592603840796638e+00,-3.478714992591479298e-06
3.000078232580096205e-01,-2.087665028590889783e-07,3.141592294120924667e+00,-2.488057203800344728e-06
3.000078109287228068e-01,-2.987507299802671891e-08,3.141592143791004155e+00,-4.215393335551033238e-07
3.000078182696064300e-01,1.595733838079398971e-07,3.141592222521088384e+00,1.800927468535160810e-06
3.000078408872988156e-01,2.773531748628338221e-07,3.141592482058472413e+00,3.212721184899443897e-06
3.000078691247037854e-01,2.745885532082228448e-07,3.141592811536802810e+00,3.227529607129944966e-06
3.000078910894854456e-01,1.540798972138758300e-07,3.141593072134926778e+00,1.858203256585364573e-06
3.000078973276226746e-01,-3.326728288022470085e-08,3.141593151721997934e+00,-3.171169492573793456e-07
3.000078846373363528e-01,-2.036349044176847899e-07,3.141593009898560496e+00,-2.325889677701896152e-06
3.000078594281882505e-01,-2.840047173815709390e-07,3.141592718770728432e+00,-3.305552742379641064e-06
3.000078322636592354e-01,-2.402559294180640809e-07,3.141592400314716649e+00,-2.840424431210736026e-06
3.000078151335385801e-01,-9.308965926522794824e-08,3.141592195140245014e+00,-1.152034813910117965e-06
3.000078152098009654e-01,9.436857316783833678e-08,3.141592189203993524e+00,1.035105001826061557e-06
3.000078325083200270e-01,2.396198170779688490e-07,3.141592385695111567e+00,2.758533712486921374e-06
3.000078592167749747e-01,2.796861280983828454e-07,3.141592695779290789e+00,3.270488099262376917e-06
3.000078840076137454e-01,1.979911199754224137e-07,3.141592987928904179e+00,2.358697736011141247e-06
3.000078958222531234e-01,3.077000554091423610e-08,3.141593131830730190e+00,4.274757999856932147e-07
3.000078885977677801e-01,-1.437062716107170087e-07,3.141593053913208866e+00,-1.620121575778781547e-06
3.000078680116691765e-01,-2.541232907033688786e-07,3.141592817805433313e+00,-2.942630296062630246e-06
3.000078420679819224e-01,-2.540162003461456525e-07,3.141592515179140843e+00,-2.984620387180889102e-06
3.000078216671149267e-01,-1.459105219461435295e-07,3.141592273275057856e+00,-1.757388917530759981e-06
3.000078154601337754e-01,2.571891880316708015e-08,3.141592194623731071e+00,2.346095892313945243e-07
3.000078267856132186e-01,1.833066057021556227e-07,3.141592320992609100e+00,2.092008401950253150e-06
3.000078496994415533e-01,2.599268041209476484e-07,3.141592585483020450e+00,3.024100430940397212e-06
3.000078743968653261e-01,2.245396564115703912e-07,3.141592874856798723e+00,2.652412747158825432e-06
3.000078906627148823e-01,9.302224606770212893e-08,3.141593069380089975e+00,1.145152708997020708e-06
3.000078913797282754e-01,-7.896535308632062742e-08,3.141593084006251146e+00,-8.601742589304291045e-07
3.000078761294564522e-01,-2.155664995567559173e-07,3.141592911092117468e+00,-2.479271420915186285e-06
3.000078517965422131e-01,-2.575321146018625920e-07,3.141592628786797903e+00,-3.009425120140396136e-06
3.000078287138565614e-01,-1.874352351756750727e-07,3.141592356984403089e+00,-2.230099336364652519e-06
3.000078171577560404e-01,-3.630525858281283418e-08,3.141592216684245376e+00,-4.861764436780394891e-07
3.000078220109413940e-01,1.298895881183576555e-07,3.141592267243079384e+00,1.460852076713347082e-06
3.000078410756608083e-01,2.385304875811465776e-07,3.141592485669269408e+00,2.760103769364664267e-06
3.000078656794338272e-01,2.433480444451888874e-07,3.141592772486698326e+00,2.857314887763080600e-06
3.000078854734946621e-01,1.446726476542010573e-07,3.141593006969257473e+00,1.739092026588744737e-06
3.000078920711893860e-01,-1.688840811719632870e-08,3.141593089811482109e+00,-1.347907994772038218e-07
3.000078817911190354e-01,-1.670962730237271271e-07,3.141592975368150409e+00,-1.904349340677116196e-06
3.000078605567836343e-01,-2.436417911483263896e-07,3.141592730465611716e+00,-2.832770944528958375e-06
3.000078371702137869e-01,-2.151261707332107225e-07,3.141592456632610553e+00,-2.539066322683105374e-06
3.000078213097132629e-01,-9.450614381133156924e-08,3.141592267234349034e+00,-1.158266842769291616e-06
3.000078199049198702e-01,6.715558080581631849e-08,3.141592244961508573e+00,7.254452887943786606e-07
3.000078336632535647e-01,1.986532140890685924e-07,3.141592400658631323e+00,2.282514899987795958e-06
3.000078564574948370e-01,2.429482926194023584e-07,3.141592664931144974e+00,2.837281218245418245e-06
3.000078784339749172e-01,1.813153958761469085e-07,3.141592923521914660e+00,2.154858223133190504e-06
3.000078899279828293e-01,4.133162467543409265e-08,3.141593062691925731e+00,5.408709056134638230e-07
3.000078860571441242e-01,-1.159692127590368508e-07,3.141593023267906126e+00,-1.300756929102567894e-06
3.000078685815452118e-01,-2.218647889394479810e-07,3.141592823278185787e+00,-2.565331316031536220e-06
3.000078453521015098e-01,-2.309879153381142836e-07,3.141592552648517778e+00,-2.710483530071923158e-06
3.000078263460378425e-01,-1.415780082326337623e-07,3.141592327695000630e+00,-1.699044719849288032e-06
3.000078195171674844e-01,9.287193075388659711e-09,3.141592242545670377e+00,4.966784470745439311e-08
3.000078289114995744e-01,1.503852560559303616e-07,3.141592346988942186e+00,1.711469133172689468e-06
3.000078483393998074e-01,2.254034033269834402e-07,3.141592570875775259e+00,2.619060685066718719e-06
3.000078703265653401e-01,2.023773184518151049e-07,3.141592828185414188e+00,2.387068303929416098e-06
3.000078855009445378e-01,9.197128877223213866e-08,3.141593009208436538e+00,1.124288589650852263e-06
3.000078872527026097e-01,-5.790111076828451132e-08,3.141593035099197628e+00,-6.213031416370260009e-07
3.000078748450784039e-01,-1.818053917061918239e-07,3.141592894881050757e+00,-2.087532459542364969e-06
3.000078537899142916e-01,-2.258764027571810748e-07,3.141592650885994598e+00,-2.636786195340066685e-06
3.000078332108366275e-01,-1.714051386115890648e-07,3.141592408856120233e+00,-2.035586576451485553e-06
3.000078221503909015e-01,-4.284695609520006350e-08,3.141592275159467373e+00,-5.541751899034707740e-07
3.000078253101026715e-01,1.037506333356076018e-07,3.141592306678215429e+00,1.161396206308710487e-06
3.000078412465483901e-01,2.043233077037598367e-07,3.141592488908168335e+00,2.361304816610811818e-06
3.000078628396861680e-01,2.156113571016226278e-07,3.141592740372173065e+00,2.528987289184516601e-06
3.000078807467797537e-01,1.349457296290391376e-07,3.141592952188259069e+00,1.617733458105077632e-06
3.000078874804752993e-01,-4.469731642160730897e-09,3.141593035810500201e+00,2.442569224089384506e-09
3.000078790563949771e-01,-1.363831443386421616e-07,3.141592942350377449e+00,-1.550587379546746941e-06
3.000078612550279855e-01,-2.082491330797305035e-07,3.141592737321605266e+00,-2.418692859820537607e-06
3.000078408108707295e-01,-1.896133294427845352e-07,3.141592498170381553e+00,-2.235348746119140285e-06
3.000078264680438589e-01,-8.942158905875673958e-08,3.141592327219000058e+00,-1.090349819695920309e-06
3.000078244031833541e-01,4.930767053524259552e-08,3.141592298081778534e+00,5.247167748207333156e-07
3.000078355295251464e-01,1.658037789685499968e-07,3.141592423624043562e+00,1.902381942701685186e-06
3.000078548917878285e-01,2.095574073519461558e-07,3.141592647883660216e+00,2.445111378389921537e-06
3.000078741536570393e-01,1.619094694302307497e-07,3.141592874300385141e+00,1.921321884454014219e-06
3.000078847974291252e-01,4.421073742125755935e-08,3.141593002741293272e+00,5.659096310636335103e-07
3.000078823155182817e-01,-9.206083552857714973e-08,3.141592978752816290e+00,-1.028061904792129999e-06
3.000078678575233693e-01,-1.875326875561431111e-07,3.141592813582646748e+00,-2.165996836648189902e-06
3.000078478384656244e-01,-2.010250745906441662e-07,3.141592580559901648e+00,-2.356773114826700894e-06
3.000078310247624724e-01,-1.284793624545281347e-07,3.141592381793430366e+00,-1.538429311849895794e-06
3.000078243805244793e-01,-2.782887351678404549e-10,3.141592299623018114e+00,-5.382384847654398920e-08
3.000078318531074206e-01,1.226528182196790617e-07,3.141592382311381826e+00,1.392826704062100135e-06
3.000078480781740997e-01,1.914573030827113436e-07,3.141592569064738605e+00,2.222587471829426610e-06
3.000078670139991743e-01,1.770284746604886455e-07,3.141592790468705765e+00,2.085810848780282906e-06
3.000078805569652007e-01,8.644068932250367503e-08,3.141592951740337369e+00,1.051524963300909764e-06
3.000078828764470851e-01,-4.141405451209851765e-08,3.141592983451645615e+00,-4.362479114715557334e-07
3.000078729480988859e-01,-1.505294649919745780e-07,3.141592871614727667e+00,-1.725808280850406072e-06
3.000078551850293707e-01,-1.935852291896434039e-07,3.141592665983626187e+00,-2.257730645902147361e-06
3.000078372590256892e-01,-1.521488128890137276e-07,3.141592455375395332e+00,-1.804182462001217117e-06
3.000078270856077478e-01,-4.485682907195105258e-08,3.141592332799909126e+00,-5.693983474536209137e-07
